LogID,UserID,ActivityType,CaloriesBurned,DateOfActivity,DistanceTraveled,Duration
AL4396,U2310,Cycling,765,2024-09-01,7.82,55
AL4397,U36,Cycling,591,2024-08-21,2.08,58
AL4398,U1363,Cycling,511,2024-10-13,19.34,114
AL4399,U2535,Running,330,2024-10-02,1.03,93
AL4400,U2198,Cycling,620,2024-03-15,0.91,25
AL4401,U1145,Running,373,2024-09-17,11.86,15
AL4402,U51,Cycling,491,2024-09-20,13.42,41
AL4403,U2203,Running,571,2024-07-09,14.38,17
AL4404,U2688,Running,727,2024-08-11,7.76,27
AL4405,U810,Cycling,593,2024-05-21,14.08,83
AL4406,U1979,Weightlifting,399,2024-07-06,7.03,72
AL4407,U729,Running,507,2024-04-14,8.96,37
AL4408,U2440,Cycling,412,2024-03-23,11.53,73
AL4409,U1663,Weightlifting,530,2024-10-16,9.59,78
AL4410,U723,Weightlifting,151,2024-11-09,16.27,90
AL4411,U1324,Running,428,2024-01-03,3.78,54
AL4412,U2986,Running,163,2024-09-15,1.53,99
AL4413,U640,Weightlifting,744,2024-11-15,5.31,118
AL4414,U1143,Weightlifting,279,2024-03-31,3.51,113
AL4415,U599,Cycling,591,2024-05-27,1.18,76
AL4416,U2098,Cycling,217,2024-07-28,1.89,101
AL4417,U386,Cycling,339,2024-05-25,7.8,25
AL4418,U2586,Weightlifting,352,2024-05-25,16.79,100
AL4419,U2395,Cycling,507,2024-04-19,16.14,97
AL4420,U2389,Weightlifting,593,2024-05-27,11,48
AL4421,U2442,Weightlifting,327,2024-02-25,1.79,29
AL4422,U1679,Running,773,2024-09-06,7.62,60
AL4423,U629,Cycling,118,2024-01-24,13.02,37
AL4424,U2325,Cycling,409,2024-10-18,12.91,77
AL4425,U2558,Cycling,618,2024-06-01,17.75,14
AL4426,U39,Weightlifting,386,2024-02-19,0.95,84
AL4427,U1550,Weightlifting,266,2024-05-20,6.82,106
AL4428,U1004,Weightlifting,526,2024-03-09,0.81,27
AL4429,U647,Cycling,616,2024-06-12,10.96,38
AL4430,U476,Cycling,555,2024-01-03,17.06,72
AL4431,U2704,Weightlifting,517,2024-06-22,1.25,103
AL4432,U169,Cycling,528,2024-04-09,9.58,105
AL4433,U564,Weightlifting,472,2024-08-08,16.27,76
AL4434,U473,Weightlifting,519,2024-01-29,13.59,57
AL4435,U2188,Cycling,449,2024-10-29,16.4,48
AL4436,U334,Cycling,304,2024-10-14,13.09,30
AL4437,U460,Cycling,502,2024-03-29,8.67,73
AL4438,U1705,Cycling,703,2024-04-03,11.56,20
AL4439,U521,Running,567,2024-06-10,14.77,65
AL4440,U865,Cycling,81,2024-04-30,17.59,94
AL4441,U2107,Cycling,718,2024-07-02,12.97,110
AL4442,U148,Weightlifting,432,2024-08-11,17.39,67
AL4443,U2746,Running,588,2024-08-26,1.56,18
AL4444,U980,Weightlifting,349,2024-09-03,5.77,110
AL4445,U409,Weightlifting,359,2024-10-29,4.29,101
AL4446,U1406,Cycling,155,2024-06-19,3.6,15
AL4447,U2640,Running,797,2024-05-27,11.57,41
AL4448,U2368,Weightlifting,298,2024-11-02,9.24,89
AL4449,U2014,Weightlifting,473,2024-09-18,15.89,104
AL4450,U243,Running,773,2024-08-31,1.07,102
AL4451,U1594,Cycling,408,2024-07-30,16.56,17
AL4452,U975,Cycling,198,2024-04-21,5.31,24
AL4453,U1464,Weightlifting,652,2024-08-28,18.1,22
AL4454,U83,Weightlifting,167,2024-08-04,19.14,19
AL4455,U527,Running,222,2024-05-01,7.33,97
AL4456,U2825,Running,509,2024-04-01,9.66,34
AL4457,U1930,Cycling,85,2024-11-26,3,119
AL4458,U1194,Running,351,2024-07-18,1.4,30
AL4459,U1731,Weightlifting,391,2024-04-21,0.55,71
AL4460,U679,Running,738,2024-05-12,6.62,53
AL4461,U1836,Weightlifting,776,2024-06-10,5.66,117
AL4462,U1905,Cycling,407,2024-04-25,10.22,92
AL4463,U1105,Running,795,2024-06-28,6.75,113
AL4464,U2703,Running,384,2024-09-08,1.78,89
AL4465,U50,Weightlifting,193,2024-09-04,3.22,53
AL4466,U2089,Running,141,2024-09-30,10.14,32
AL4467,U2018,Running,644,2024-10-06,11.56,58
AL4468,U1122,Running,261,2024-04-02,4.49,86
AL4469,U2229,Running,174,2024-01-07,5.77,25
AL4470,U329,Weightlifting,424,2024-05-10,5.74,98
AL4471,U2728,Cycling,449,2024-07-15,12.32,105
AL4472,U685,Running,618,2024-01-29,2.52,119
AL4473,U2585,Cycling,588,2024-09-23,13.69,105
AL4474,U2810,Running,530,2024-01-14,9.67,16
AL4475,U400,Cycling,571,2024-03-08,10.63,110
AL4476,U2060,Weightlifting,372,2024-01-29,7.54,102
AL4477,U810,Running,578,2024-01-20,13.51,31
AL4478,U777,Cycling,303,2024-07-25,7.41,69
AL4479,U1619,Running,554,2024-08-21,15.61,34
AL4480,U2072,Cycling,702,2024-09-01,19,35
AL4481,U1011,Running,526,2024-02-19,9.34,120
AL4482,U649,Cycling,416,2024-04-02,3.34,78
AL4483,U1988,Running,498,2024-07-04,6.23,104
AL4484,U2319,Weightlifting,50,2024-01-26,12.78,66
AL4485,U1539,Weightlifting,717,2024-08-02,9.64,53
AL4486,U743,Running,133,2024-09-29,19.22,76
AL4487,U418,Weightlifting,765,2024-08-02,10.71,93
AL4488,U367,Weightlifting,176,2024-06-21,14.18,57
AL4489,U793,Weightlifting,176,2024-07-17,8.03,84
AL4490,U1098,Cycling,733,2024-02-17,14.56,11
AL4491,U112,Running,660,2024-08-20,6.99,29
AL4492,U2344,Cycling,149,2024-09-03,11.4,53
AL4493,U1715,Running,295,2024-02-11,6.96,34
AL4494,U325,Weightlifting,558,2024-03-14,13.85,94
AL4495,U2076,Cycling,473,2024-06-28,17.1,103
AL4496,U1593,Cycling,476,2024-05-09,6.18,99
AL4497,U1211,Weightlifting,339,2024-01-14,6.25,76
AL4498,U1757,Cycling,655,2024-08-02,11.47,20
AL4499,U1334,Weightlifting,244,2024-07-17,16.84,60
AL4500,U2664,Running,298,2024-04-14,2.08,88
AL4501,U396,Running,700,2024-06-06,7.56,56
AL4502,U1552,Weightlifting,653,2024-01-01,16.92,72
AL4503,U2134,Running,603,2024-04-09,8.75,93
AL4504,U2872,Weightlifting,278,2024-09-26,6.68,81
AL4505,U2905,Running,614,2024-01-10,5.22,75
AL4506,U1342,Weightlifting,336,2024-08-19,2.27,33
AL4507,U1419,Cycling,102,2024-01-15,17.03,98
AL4508,U836,Weightlifting,342,2024-03-06,5.37,81
AL4509,U1727,Weightlifting,338,2024-05-16,12.97,97
AL4510,U1932,Cycling,118,2024-09-23,17.34,105
AL4511,U1149,Weightlifting,100,2024-04-02,4.32,34
AL4512,U1,Weightlifting,649,2024-02-15,19.21,69
AL4513,U800,Running,157,2024-02-20,10.54,108
AL4514,U1625,Cycling,236,2024-04-27,6.42,75
AL4515,U2957,Cycling,635,2024-06-09,6.77,91
AL4516,U2867,Weightlifting,233,2024-02-20,11.1,92
AL4517,U715,Weightlifting,445,2024-01-22,18.33,17
AL4518,U2932,Running,66,2024-07-03,8.63,108
AL4519,U2499,Cycling,72,2024-10-16,4.91,98
AL4520,U786,Cycling,407,2024-06-04,8.29,79
AL4521,U1121,Cycling,462,2024-08-26,10.25,99
AL4522,U1281,Cycling,415,2024-01-07,4.65,61
AL4523,U575,Weightlifting,121,2024-06-03,6.33,33
AL4524,U1548,Running,460,2024-07-30,3.56,48
AL4525,U1605,Weightlifting,664,2024-07-20,3.74,15
AL4526,U2686,Running,593,2024-04-25,5.13,26
AL4527,U2349,Running,219,2024-09-30,17.16,98
AL4528,U1926,Weightlifting,293,2024-03-27,11.81,119
AL4529,U1746,Cycling,798,2024-08-02,14.8,90
AL4530,U187,Weightlifting,305,2024-09-21,15.41,84
AL4531,U2884,Cycling,583,2024-07-23,8.64,28
AL4532,U813,Cycling,622,2024-09-20,10.47,91
AL4533,U1623,Cycling,715,2024-02-05,9.18,92
AL4534,U1988,Cycling,579,2024-10-18,14.76,23
AL4535,U1947,Running,568,2024-10-16,2.89,26
AL4536,U1763,Cycling,228,2024-01-15,5.77,62
AL4537,U891,Weightlifting,101,2024-05-29,1.88,105
AL4538,U370,Cycling,497,2024-10-16,10.31,101
AL4539,U1792,Weightlifting,78,2024-02-15,13.68,12
AL4540,U276,Running,323,2024-04-11,17.67,26
AL4541,U1270,Weightlifting,395,2024-10-23,14.81,48
AL4542,U2110,Weightlifting,667,2024-03-08,15.9,13
AL4543,U2866,Weightlifting,291,2024-04-21,6.86,103
AL4544,U616,Running,651,2024-06-26,13.83,34
AL4545,U2086,Cycling,92,2024-06-18,19.45,82
AL4546,U2055,Running,549,2024-11-11,5.73,52
AL4547,U2567,Cycling,274,2024-05-07,9.65,120
AL4548,U779,Running,478,2024-02-17,16.76,52
AL4549,U254,Running,205,2024-02-22,14.68,17
AL4550,U2155,Cycling,588,2024-11-16,11.4,16
AL4551,U2452,Running,487,2024-08-09,19.63,90
AL4552,U2566,Cycling,664,2024-03-07,10.2,90
AL4553,U1172,Running,484,2024-11-11,3.29,20
AL4554,U528,Cycling,798,2024-03-14,15.28,32
AL4555,U2682,Weightlifting,116,2024-09-30,10.91,22
AL4556,U513,Cycling,544,2024-01-01,19.47,27
AL4557,U599,Cycling,740,2024-11-16,17.69,35
AL4558,U883,Cycling,459,2024-07-11,14.32,114
AL4559,U2872,Weightlifting,89,2024-04-05,16.79,40
AL4560,U1829,Running,265,2024-07-10,3.32,77
AL4561,U1170,Running,557,2024-08-08,10.04,58
AL4562,U486,Weightlifting,280,2024-04-18,6.26,90
AL4563,U1589,Running,704,2024-04-18,10.21,40
AL4564,U2665,Cycling,263,2024-09-09,13.39,37
AL4565,U1731,Weightlifting,209,2024-10-07,2.68,66
AL4566,U17,Running,156,2024-06-18,18.33,114
AL4567,U2790,Weightlifting,708,2024-09-28,4.05,104
AL4568,U2984,Running,393,2024-09-02,7.97,25
AL4569,U261,Cycling,566,2024-08-23,9.21,107
AL4570,U1970,Cycling,308,2024-05-22,11.53,61
AL4571,U116,Cycling,395,2024-10-30,16.07,76
AL4572,U1674,Running,699,2024-08-18,10.81,105
AL4573,U1952,Cycling,345,2024-03-27,7.58,106
AL4574,U783,Running,150,2024-10-17,18.37,18
AL4575,U1447,Running,320,2024-06-09,14.98,24
AL4576,U847,Running,747,2024-03-12,15.03,16
AL4577,U617,Running,427,2024-10-30,2.87,60
AL4578,U600,Cycling,214,2024-10-29,9.86,23
AL4579,U2790,Weightlifting,736,2024-03-12,10.55,35
AL4580,U1611,Weightlifting,432,2024-11-21,19.49,111
AL4581,U2176,Cycling,730,2024-03-10,9.67,109
AL4582,U2934,Weightlifting,567,2024-11-08,14.97,30
AL4583,U2109,Cycling,528,2024-08-13,14.31,88
AL4584,U2237,Cycling,668,2024-05-19,1.53,15
AL4585,U1861,Running,250,2024-06-15,18.71,91
AL4586,U1986,Cycling,746,2024-08-24,3.55,73
AL4587,U2900,Running,76,2024-07-10,12.24,38
AL4588,U1566,Weightlifting,376,2024-04-12,12.97,24
AL4589,U2366,Weightlifting,779,2024-11-12,13.82,38
AL4590,U421,Weightlifting,329,2024-05-31,3.43,84
AL4591,U2523,Weightlifting,552,2024-07-27,14.1,82
AL4592,U2578,Running,184,2024-07-07,8.25,43
AL4593,U672,Weightlifting,307,2024-03-06,1.22,103
AL4594,U2933,Cycling,293,2024-11-19,13.86,60
AL4595,U1497,Cycling,214,2024-04-29,4.5,78
AL4596,U2375,Cycling,145,2024-03-31,13.21,53
AL4597,U845,Running,665,2024-04-12,5.23,78
AL4598,U717,Weightlifting,791,2024-03-25,0.63,12
AL4599,U190,Cycling,231,2024-03-03,6.6,83
AL4600,U1685,Cycling,402,2024-07-18,8.58,22
AL4601,U377,Cycling,81,2024-07-29,12.52,116
AL4602,U2271,Running,269,2024-09-22,7.3,102
AL4603,U1790,Running,204,2024-04-14,1.86,115
AL4604,U826,Cycling,747,2024-10-18,8.59,77
AL4605,U2377,Running,737,2024-03-23,8.63,57
AL4606,U2320,Running,491,2024-06-18,15.91,29
AL4607,U283,Weightlifting,758,2024-03-31,9.89,20
AL4608,U90,Running,615,2024-11-14,7.39,75
AL4609,U2696,Weightlifting,638,2024-03-04,12.55,76
AL4610,U2784,Cycling,759,2024-01-11,17.95,13
AL4611,U1629,Weightlifting,449,2024-08-09,13,93
AL4612,U2534,Running,332,2024-06-02,13.1,110
AL4613,U816,Cycling,305,2024-09-13,10.69,13
AL4614,U440,Running,64,2024-06-10,10.5,40
AL4615,U2541,Cycling,55,2024-06-13,12.4,48
AL4616,U1466,Running,620,2024-02-08,14.23,77
AL4617,U1441,Running,366,2024-11-23,5.56,95
AL4618,U471,Weightlifting,357,2024-11-24,15.15,39
AL4619,U2727,Weightlifting,68,2024-01-06,9.21,83
AL4620,U1626,Running,622,2024-11-11,13.76,11
AL4621,U1345,Running,102,2024-02-19,15.99,105
AL4622,U1910,Running,618,2024-05-16,19.73,58
AL4623,U417,Cycling,380,2024-02-04,19.25,14
AL4624,U1939,Cycling,493,2024-02-23,14.77,94
AL4625,U620,Cycling,218,2024-04-16,17.07,96
AL4626,U2272,Cycling,613,2024-02-20,0.91,15
AL4627,U1336,Cycling,150,2024-04-30,5.55,23
AL4628,U694,Cycling,336,2024-05-29,6.81,23
AL4629,U1787,Cycling,384,2024-05-02,12.35,32
AL4630,U1817,Cycling,798,2024-09-25,17.54,62
AL4631,U680,Running,298,2024-03-24,7.65,103
AL4632,U2802,Cycling,600,2024-03-02,16.14,68
AL4633,U2036,Cycling,483,2024-10-19,11.21,93
AL4634,U1929,Running,488,2024-10-18,7.03,103
AL4635,U246,Weightlifting,383,2024-10-27,15.62,20
AL4636,U1508,Cycling,88,2024-10-25,16.58,76
AL4637,U538,Weightlifting,252,2024-02-03,1.78,61
AL4638,U91,Weightlifting,137,2024-01-27,5.94,94
AL4639,U2605,Weightlifting,757,2024-05-27,8.97,32
AL4640,U474,Cycling,543,2024-10-04,14.5,55
AL4641,U90,Cycling,531,2024-11-08,15.1,98
AL4642,U2852,Cycling,95,2024-04-09,15.23,54
AL4643,U598,Cycling,221,2024-09-21,6.58,15
AL4644,U541,Cycling,155,2024-03-03,2.08,20
AL4645,U2425,Running,181,2024-09-13,7.48,23
AL4646,U1211,Running,152,2024-05-05,15.1,14
AL4647,U688,Running,789,2024-11-14,9.16,100
AL4648,U243,Weightlifting,94,2024-11-11,15.79,33
AL4649,U410,Weightlifting,793,2024-03-13,9.41,48
AL4650,U734,Running,521,2024-07-29,6.55,92
AL4651,U2483,Running,335,2024-05-27,3.55,111
AL4652,U2927,Weightlifting,410,2024-06-15,12.13,120
AL4653,U2310,Running,695,2024-09-04,2.11,60
AL4654,U2886,Weightlifting,275,2024-03-05,2.79,115
AL4655,U1479,Cycling,67,2024-04-16,9.9,59
AL4656,U12,Weightlifting,596,2024-07-10,18.41,68
AL4657,U2798,Weightlifting,459,2024-01-05,19.45,105
AL4658,U1246,Weightlifting,255,2024-03-12,13.03,92
AL4659,U2234,Running,431,2024-11-11,6.02,70
AL4660,U1243,Weightlifting,564,2024-06-12,9.48,77
AL4661,U1269,Cycling,675,2024-04-16,3.42,67
AL4662,U2122,Running,254,2024-06-02,14.89,102
AL4663,U2514,Running,657,2024-01-20,9.84,53
AL4664,U33,Weightlifting,390,2024-04-12,19.71,38
AL4665,U1434,Running,380,2024-03-22,4.58,49
AL4666,U1499,Cycling,380,2024-01-18,7.08,50
AL4667,U497,Cycling,515,2024-01-28,15.42,70
AL4668,U48,Weightlifting,607,2024-05-12,11.6,10
AL4669,U269,Cycling,56,2024-10-12,13.33,42
AL4670,U383,Cycling,406,2024-03-18,9.94,37
AL4671,U759,Running,225,2024-04-28,10.93,93
AL4672,U2847,Running,170,2024-02-04,15.8,38
AL4673,U567,Weightlifting,206,2024-08-03,16.46,72
AL4674,U2442,Running,779,2024-10-21,19.77,118
AL4675,U618,Weightlifting,512,2024-09-12,18.01,56
AL4676,U1465,Running,325,2024-07-18,19.62,72
AL4677,U2015,Cycling,633,2024-11-02,10.43,29
AL4678,U810,Weightlifting,609,2024-07-20,8.11,97
AL4679,U802,Cycling,579,2024-08-31,1.37,42
AL4680,U2846,Weightlifting,643,2024-07-20,19.06,97
AL4681,U1403,Running,210,2024-04-28,18.88,85
AL4682,U2254,Cycling,556,2024-06-10,16.74,55
AL4683,U2789,Running,52,2024-03-04,17.72,109
AL4684,U2168,Cycling,166,2024-09-13,1.08,25
AL4685,U1648,Running,770,2024-01-23,10.38,68
AL4686,U755,Running,392,2024-10-20,1.05,101
AL4687,U1952,Cycling,139,2024-01-06,7.08,41
AL4688,U1312,Running,221,2024-01-15,17.31,56
AL4689,U2031,Running,228,2024-11-18,18.13,67
AL4690,U535,Cycling,712,2024-03-30,13.91,65
AL4691,U2752,Weightlifting,177,2024-05-11,5.01,38
AL4692,U2796,Weightlifting,552,2024-03-29,2.86,94
AL4693,U35,Cycling,493,2024-01-10,12.56,58
AL4694,U1604,Weightlifting,340,2024-02-07,13.48,74
AL4695,U2522,Weightlifting,463,2024-07-22,16,110
AL4696,U408,Weightlifting,125,2024-03-17,15.81,98
AL4697,U2396,Cycling,365,2024-10-11,4.52,93
AL4698,U1330,Weightlifting,204,2024-06-25,5.88,30
AL4699,U2110,Weightlifting,200,2024-01-03,19.15,41
AL4700,U427,Cycling,266,2024-10-15,10.2,59
AL4701,U254,Cycling,405,2024-10-30,5.17,39
AL4702,U673,Weightlifting,533,2024-08-14,1.43,19
AL4703,U336,Weightlifting,634,2024-02-17,11.98,73
AL4704,U1544,Cycling,690,2024-07-06,4.94,38
AL4705,U1536,Weightlifting,434,2024-01-12,4.03,20
AL4706,U1761,Weightlifting,284,2024-06-10,18.4,17
AL4707,U1927,Running,643,2024-11-13,15.7,15
AL4708,U2941,Weightlifting,566,2024-01-17,15.48,81
AL4709,U916,Running,434,2024-07-26,11.52,74
AL4710,U2578,Weightlifting,369,2024-09-19,17.91,70
AL4711,U610,Cycling,237,2024-01-02,9.06,57
AL4712,U147,Running,211,2024-07-08,7.91,10
AL4713,U2085,Weightlifting,227,2024-06-05,3.71,33
AL4714,U138,Cycling,643,2024-11-14,10.77,64
AL4715,U1387,Running,577,2024-07-23,18.77,115
AL4716,U2716,Weightlifting,171,2024-01-06,9.86,87
AL4717,U310,Weightlifting,141,2024-04-12,16.22,81
AL4718,U2796,Weightlifting,520,2024-08-02,16.08,67
AL4719,U341,Cycling,759,2024-01-31,18.09,61
AL4720,U1249,Cycling,790,2024-02-05,0.97,12
AL4721,U228,Weightlifting,748,2024-07-10,15.18,99
AL4722,U343,Weightlifting,349,2024-06-09,9.17,55
AL4723,U324,Running,387,2024-10-14,10.04,54
AL4724,U2845,Running,456,2024-09-16,1.24,15
AL4725,U1205,Weightlifting,408,2024-09-13,14.03,119
AL4726,U19,Running,86,2024-03-01,12.33,83
AL4727,U1657,Cycling,419,2024-10-06,6.79,24
AL4728,U2996,Weightlifting,218,2024-10-11,18.38,73
AL4729,U259,Running,461,2024-09-15,4.67,91
AL4730,U262,Running,377,2024-09-26,16.66,109
AL4731,U2240,Running,111,2024-11-08,4.61,119
AL4732,U1104,Cycling,478,2024-06-24,5.38,14
AL4733,U2530,Running,139,2024-01-21,17.1,105
AL4734,U42,Weightlifting,787,2024-02-01,16.31,109
AL4735,U2079,Cycling,324,2024-05-13,0.71,80
AL4736,U1958,Running,569,2024-08-19,7.72,50
AL4737,U2333,Running,619,2024-11-18,10.24,98
AL4738,U1704,Weightlifting,384,2024-03-12,5.9,29
AL4739,U2751,Cycling,730,2024-02-25,2.65,30
AL4740,U188,Weightlifting,249,2024-01-07,8.14,89
AL4741,U2983,Running,596,2024-03-28,18.63,92
AL4742,U1149,Running,331,2024-10-24,14.46,59
AL4743,U1566,Weightlifting,638,2024-04-21,4.86,116
AL4744,U1606,Weightlifting,793,2024-01-10,6.69,43
AL4745,U2127,Running,767,2024-01-03,14.89,24
AL4746,U2210,Running,210,2024-01-11,9.72,45
AL4747,U2197,Cycling,389,2024-04-11,10.48,44
AL4748,U878,Running,610,2024-06-10,11.02,21
AL4749,U2570,Running,639,2024-01-16,8.68,81
AL4750,U590,Running,575,2024-04-19,1.23,114
AL4751,U2835,Weightlifting,321,2024-02-23,11.67,55
AL4752,U2614,Weightlifting,393,2024-10-02,5,112
AL4753,U443,Weightlifting,197,2024-04-24,7.25,102
AL4754,U574,Weightlifting,239,2024-11-14,10.25,34
AL4755,U740,Running,456,2024-04-09,3.67,70
AL4756,U59,Running,696,2024-02-14,0.62,100
AL4757,U556,Weightlifting,666,2024-09-20,12.95,91
AL4758,U2891,Running,166,2024-08-04,8.75,51
AL4759,U624,Running,412,2024-11-04,14.93,33
AL4760,U1693,Running,488,2024-08-11,6.07,105
AL4761,U2817,Weightlifting,637,2024-06-14,18.25,78
AL4762,U2719,Running,758,2024-02-27,19.57,37
AL4763,U1484,Running,293,2024-02-08,10.76,59
AL4764,U1547,Cycling,159,2024-06-07,12.76,96
AL4765,U2625,Running,795,2024-05-31,7.04,36
AL4766,U306,Running,677,2024-08-10,17.05,57
AL4767,U2517,Cycling,407,2024-04-21,9.13,10
AL4768,U1307,Running,284,2024-08-23,5.66,62
AL4769,U1584,Running,107,2024-04-13,8.87,87
AL4770,U297,Cycling,727,2024-09-29,19.54,25
AL4771,U2461,Running,107,2024-10-28,14.21,28
AL4772,U91,Running,572,2024-09-25,12.47,100
AL4773,U12,Weightlifting,660,2024-03-09,6.15,28
AL4774,U477,Cycling,486,2024-07-03,18.81,10
AL4775,U1136,Running,171,2024-04-17,11.46,50
AL4776,U1057,Weightlifting,114,2024-06-10,12.96,58
AL4777,U229,Cycling,672,2024-04-13,16.19,10
AL4778,U1008,Weightlifting,578,2024-03-03,3.04,44
AL4779,U2413,Running,610,2024-11-20,15.87,17
AL4780,U1998,Cycling,448,2024-04-05,13.43,20
AL4781,U2855,Running,205,2024-10-18,6.37,75
AL4782,U2016,Running,89,2024-03-15,7.59,14
AL4783,U1487,Cycling,796,2024-05-23,16.71,28
AL4784,U2782,Cycling,286,2024-01-17,7.57,19
AL4785,U729,Running,487,2024-07-15,14.47,32
AL4786,U980,Running,326,2024-04-03,0.6,37
AL4787,U340,Weightlifting,343,2024-06-19,2.91,43
AL4788,U202,Running,727,2024-05-23,13.82,92
AL4789,U1241,Running,222,2024-05-31,17.09,66
AL4790,U1813,Running,178,2024-11-06,8.96,116
AL4791,U331,Cycling,297,2024-02-20,14.11,80
AL4792,U2436,Weightlifting,552,2024-01-01,1.34,66
AL4793,U2681,Weightlifting,713,2024-03-09,16.89,15
AL4794,U815,Weightlifting,81,2024-08-11,9.89,20
AL4795,U1412,Cycling,75,2024-04-17,8.7,44
AL4796,U950,Weightlifting,636,2024-04-02,10.63,47
AL4797,U434,Weightlifting,431,2024-09-24,2.87,22
AL4798,U468,Cycling,56,2024-09-23,1.82,120
AL4799,U805,Weightlifting,168,2024-07-13,1.67,60
AL4800,U625,Cycling,57,2024-07-03,14.06,72
AL4801,U344,Weightlifting,217,2024-06-26,17.14,55
AL4802,U788,Running,511,2024-03-12,12.21,43
AL4803,U1720,Weightlifting,366,2024-04-11,18.55,85
AL4804,U1917,Cycling,429,2024-11-26,5.8,14
AL4805,U1356,Running,214,2024-01-21,12.36,101
AL4806,U2135,Cycling,375,2024-09-15,2.34,85
AL4807,U1743,Running,245,2024-03-17,11.84,115
AL4808,U2920,Running,450,2024-09-07,6.56,45
AL4809,U1413,Running,272,2024-01-22,16.92,59
AL4810,U6,Weightlifting,483,2024-02-16,3.53,101
AL4811,U583,Weightlifting,497,2024-10-13,19.83,61
AL4812,U894,Running,63,2024-01-11,6.41,109
AL4813,U2647,Weightlifting,546,2024-03-28,19.44,35
AL4814,U14,Cycling,697,2024-01-27,16.48,36
AL4815,U1347,Running,267,2024-04-08,13.02,111
AL4816,U1602,Weightlifting,360,2024-02-17,14.51,109
AL4817,U2750,Cycling,500,2024-02-15,4.91,22
AL4818,U662,Cycling,240,2024-05-02,0.61,47
AL4819,U2232,Cycling,227,2024-10-09,0.66,92
AL4820,U416,Running,209,2024-04-15,10.51,20
AL4821,U2743,Weightlifting,395,2024-03-22,11.23,49
AL4822,U1983,Cycling,423,2024-02-15,12.15,106
AL4823,U638,Running,234,2024-01-06,12.27,44
AL4824,U177,Cycling,448,2024-02-17,9.76,86
AL4825,U2846,Weightlifting,486,2024-06-22,17.21,115
AL4826,U2097,Weightlifting,155,2024-02-25,11.89,17
AL4827,U2035,Weightlifting,743,2024-10-09,14.49,54
AL4828,U1820,Weightlifting,53,2024-08-27,15.88,101
AL4829,U1096,Weightlifting,640,2024-10-07,0.98,119
AL4830,U2455,Running,81,2024-10-05,0.62,11
AL4831,U343,Cycling,192,2024-02-02,7.28,119
AL4832,U2252,Running,439,2024-10-08,11.97,112
AL4833,U615,Running,167,2024-03-16,10.67,24
AL4834,U1780,Weightlifting,184,2024-11-23,7.03,113
AL4835,U231,Running,660,2024-09-22,1.6,24
AL4836,U2006,Weightlifting,345,2024-04-05,9.05,52
AL4837,U362,Running,329,2024-10-12,3.55,11
AL4838,U2354,Cycling,755,2024-02-12,0.79,88
AL4839,U713,Cycling,114,2024-07-30,12.77,16
AL4840,U2817,Cycling,356,2024-10-16,7.48,27
AL4841,U75,Weightlifting,686,2024-03-12,14.84,119
AL4842,U1288,Weightlifting,128,2024-02-16,6.97,39
AL4843,U2709,Cycling,651,2024-08-23,6.83,30
AL4844,U2673,Weightlifting,461,2024-10-20,17.89,54
AL4845,U2546,Cycling,256,2024-11-16,7.44,17
AL4846,U863,Cycling,499,2024-07-18,5.94,39
AL4847,U2489,Cycling,234,2024-05-04,19.8,14
AL4848,U2172,Weightlifting,343,2024-01-14,7.88,58
AL4849,U1543,Cycling,79,2024-08-20,2.31,27
AL4850,U1204,Weightlifting,712,2024-04-15,6.66,120
AL4851,U97,Weightlifting,69,2024-11-07,16.4,74
AL4852,U2262,Weightlifting,332,2024-03-30,15.68,30
AL4853,U2369,Weightlifting,688,2024-01-03,17.07,87
AL4854,U1827,Cycling,125,2024-10-20,2.22,23
AL4855,U2845,Running,506,2024-06-21,1.4,71
AL4856,U2178,Weightlifting,568,2024-10-30,8.55,25
AL4857,U1877,Weightlifting,654,2024-10-28,5.32,21
AL4858,U720,Running,657,2024-03-10,13.4,37
AL4859,U2018,Running,85,2024-11-01,14.96,66
AL4860,U473,Weightlifting,359,2024-02-03,16.88,67
AL4861,U700,Cycling,229,2024-05-01,8.71,68
AL4862,U2491,Cycling,707,2024-03-27,3.49,80
AL4863,U1289,Running,442,2024-08-26,8.62,74
AL4864,U1288,Running,224,2024-02-12,19.52,75
AL4865,U2396,Cycling,240,2024-05-07,4.18,49
AL4866,U1763,Running,621,2024-02-01,11.48,84
AL4867,U181,Running,98,2024-10-18,7.01,89
AL4868,U1604,Running,789,2024-10-20,16.12,63
AL4869,U1958,Running,140,2024-10-24,11.01,74
AL4870,U363,Cycling,629,2024-02-18,16.48,31
AL4871,U1927,Weightlifting,105,2024-11-24,4.04,77
AL4872,U929,Weightlifting,380,2024-10-20,13.84,111
AL4873,U1032,Running,383,2024-11-26,5.1,23
AL4874,U255,Cycling,479,2024-09-08,10.05,104
AL4875,U1240,Weightlifting,129,2024-02-04,16.11,19
AL4876,U334,Cycling,490,2024-02-02,4.82,79
AL4877,U1021,Cycling,331,2024-02-20,19.6,42
AL4878,U2419,Weightlifting,753,2024-01-15,2.19,88
AL4879,U2569,Running,101,2024-01-23,14.45,47
AL4880,U564,Weightlifting,600,2024-11-13,5.34,38
AL4881,U2940,Weightlifting,479,2024-11-04,7.01,63
AL4882,U1888,Cycling,582,2024-07-23,4.94,105
